"Funding OrgName","Project Reference","ProjectCategory","Outcome Type","LeadRO Name","Department","PI Surname","PI First Name","PI Orcid iD","Company Name","Description","Year Established","Impact","Url","GTR Outcome URL","GTRProjectUrl","ProjectId","FundingOrgId","LeadROId","PIId"
"EPSRC","EP/J006238/1","Research Grant","Spin Outs","Queen's University of Belfast","Electronics Electrical Eng and Comp Sci","McCanny","John","","Sensurity","Sensurity is dedicated to raising the standards for Perimeter Intrusion Detection Systems (PIDS) on a global basis. We pioneer and patent intelligent security systems with high levels of intelligence and unparalleled durability. 

Sensurity's roots lie in cutting edge research into high-frequency electronics at Queen's University Belfast. The company was originally established as a spin-off from this academic research, to commercialise advances in microwave intrusion detection. 

The Sensurity brand stands for security, assurance and integrity at the cutting-edge of innovation. The resulting product is highly innovative and hugely practical.","2012","Sensurity was established to commercialise research undertaken by Professor Vincent Fusco and his team at QUB that resulted in a novel microwave fence for intrusion detection.","http://sensurity.com","http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=spinout&outcomeId=56e05abab0cfe3.05487249&grantRef=EP%2FJ006238%2F1","http://gtr.rcuk.ac.uk:80/projects?ref=EP/J006238/1","585E922D-4E61-4563-9AD7-B94458B2B099","798CB33D-C79E-4578-83F2-72606407192C","EC23DA53-CA73-4104-A3F6-2A9523484E69","F05D1A0D-8915-416E-A0EC-E52C826BE888"
"MRC","MC_PC_12024","Intramural","Spin Outs","University College London",,"Miller","David","","Thiologics Limited","Thiologics is a UCL Business PLC (UCLB) wholly owned company spun-out of UCL Chemistry. The company aims to commercialise new bioconjugation technologies developed in the laboratories of Professor Stephen Caddick and Dr James Baker. ThioLogics is particularly focused on delivering technology that will enable the construction of homogeneous antibody-drug conjugate therapeutics (ADCs). For further information, please contact Dr Chris Williams, Business Development Manager, c.williams@thiologics.com.","2011","Development of novel highly specific linker technologies used in the generation of Antibody-Drug-Conjugates","http://www.thiologics.com/","http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=spinout&outcomeId=546377b534d5f8.09788205&grantRef=MC_PC_12024","http://gtr.rcuk.ac.uk:80/projects?ref=MC_PC_12024","78CB82A5-A299-43DF-833B-BAB7509E4B35","C008C651-F5B0-4859-A334-5F574AB6B57C","3A5E126D-C175-4730-9B7B-E6D8CF447F83","782A4DB8-9169-46F8-8C93-1EE564C0EE63"
"EPSRC","EP/G067732/1","Research Grant","Spin Outs","University of Bradford","School of Computing, Informatics & Media","Ugail","Hassan","","Tangentix Ltd","Tangentix Ltd works in the video gaming domain. Particularly the company is working on development of tools for efficient delivery of computer games over internet.","2009","Development of compression tools for efficiently compressing existing computer games, particularly data rich 3D games.","http://www.tangentix.com","http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=spinout&outcomeId=545b7d95dcb120.80363618&grantRef=EP%2FG067732%2F1","http://gtr.rcuk.ac.uk:80/projects?ref=EP/G067732/1","886B85E9-EA14-4822-A370-DF87D36D155B","798CB33D-C79E-4578-83F2-72606407192C","0838B2E1-D5E2-4ACD-AA27-D2B1BFDC124F","B5949024-22A0-414B-8D12-48359A2CCA77"
"ESRC","ES/M006433/1","Research Grant","Spin Outs","Goldsmiths College","Politics","Montgomerie","Johnna","","Community Reinvest","Founded in 2014 by Jo Ram and Joel Benjamin (RA on Crafting an Alternative), Community Reinvest is a Community Interest Company (C.I.C.) LTD by guarantee and registered with Companies House in England and Wales. Community Reinvest believes that with divestment and reinvestment, it is possible to create flourishing low carbon, local economies. We exist to assist local authorities demonstrate civic leadership by divesting from fossil fuels and reinvesting funds in the local economy, in a manner that has clear social, economic and environmental benefits.","2015","Over the last year, we worked with 350.org, Platform, and Friends of the Earth to create a map tool and database that provides detailed investment information, including amounts invested in the top 200 fossil fuel companies, for all 80 UK local authority pension funds.","http://communityreinvest.org.uk/","http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=spinout&outcomeId=56c1aa9c446ee5.87875114&grantRef=ES%2FM006433%2F1","http://gtr.rcuk.ac.uk:80/projects?ref=ES/M006433/1","C0B34244-54F0-4F6E-A881-CEDB69540409","924BE15C-91F2-4AAD-941A-3F338324B6AE","A9B1866C-EE3E-4D81-A83C-118745E9433E","06ECD0B2-70F0-43EF-A6BC-ECA9861FA4FC"
"MRC","G0601157","Research Grant","Spin Outs","Newcastle University","Institute of Cellular Medicine","Herbert","Mary","","Vitro safe Systems Ltd","http://www.vitrosafe.co.uk/

The company was established to manufacture and market our patented bioprocessing system 
GB2433042A","2008","The company has so far exported bio-processing systems to Canada, Europe and Thailand. Estimated value = &pound;1m I have also won a number of business and innovation awards.","http://www.vitrosafe.co.uk/","http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=spinout&outcomeId=rTRD7V8DFvD&grantRef=G0601157","http://gtr.rcuk.ac.uk:80/projects?ref=G0601157","AB211BD5-0A06-4819-ABD3-A29097543302","C008C651-F5B0-4859-A334-5F574AB6B57C","5E2B04DD-4A03-45ED-9892-61C5CCB8AC68","B1965986-8A9C-48A1-BEC6-5AD6575E204E"
"EPSRC","EP/M017222/1","Research Grant","Spin Outs","University College London","Biochemical Engineering","Bracewell","Daniel","http://orcid.org/0000-0003-3866-3304","Puridify","Puridify's technology, FibroSelect - a novel chromatography reagent, offers significant advantages across key performance attributes that not only allow chromatography associated costs to be reduced by up to 90% but are also well aligned to meet the industry demands today and as the market evolves.","2013","Puridify have proven at research scale (0.2mL reagent) that their technology can operate at 50x throughput due to better permeability and fast mass transfer. This improves process economics by increasing productivity and is also beneficial when processing labile products. The reagent has shown better resistance than our competitors to impurity fouling and cleaning steps, a common cause of performance degradation over multiple cycles. The technology allows cheap and rapid bioprocess development due to uniform performance at all scales, promoting its adoption in industry.","http://puridify.com/","http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=spinout&outcomeId=5416ffa592e251.20367268&grantRef=EP%2FM017222%2F1","http://gtr.rcuk.ac.uk:80/projects?ref=EP/M017222/1","FAC9DA6D-B3E5-4A27-B113-B7001DEE3839","798CB33D-C79E-4578-83F2-72606407192C","3A5E126D-C175-4730-9B7B-E6D8CF447F83","A8ACADD2-6AB0-4C00-BE1E-C69D90DBBE5A"
"EPSRC","EP/K000314/1","Research Grant","Spin Outs","University of Cambridge","Engineering","Mair","Lord Robert","","Utterberry Ltd","Utterberry, based in Cambridge, invent, design and manufacture Intelligent Lowe Power Wireless Sensors, currently used for critical infrastructure health monitoring. Founder is ex ARM UK CPU Engineer (Arm Cortex M3 Processor). Utterberry has been operating for 12 months, turning over #50,000, no debt.Our product focus is producing intelligent, wireless, multivariate sensors, that create and amass Big Data, process it onboard, and transmit information to asset owners to enable them to make cost effective asset management decisions.

The UtterBerry, an intelligent wireless sensor system using the world's smallest wireless sensors. The UtterBerry has won the Crossrail Best Practice/Innovation Award for contractors Costain-Skanska who deployed the technology at a partially sealed adit complex at its Eleanor Street site in London. The UtterBerry has already attracted acclaim and has been certified as Highly Commended in three Institution for Engineering and Technology (IET) Innovation Awards - the Asset Management Award, Built Environmental Award and Measurement in Action Award.","2013","Contracts with Network Rail, Crossrail, Costain Construction, and with further strong prospects throughout the UK Civil Infrastructure and beyond.",,"http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=spinout&outcomeId=54634ea088bf77.17142236&grantRef=EP%2FK000314%2F1","http://gtr.rcuk.ac.uk:80/projects?ref=EP/K000314/1","7FE2EC1A-70F4-400C-9772-D05E24316705","798CB33D-C79E-4578-83F2-72606407192C","D1774113-D5D2-4B7C-A412-66A90FE4B96F","2A915F85-5B36-43DB-B608-B5600C68BE24"
"EPSRC","EP/E02677X/1","Research Grant","Spin Outs","University of Southampton","Faculty of Engineering & the Environment","Veres","Sandor","","SysBrain Ltd","The company's strategy, on software development environments for autonomous robots, has been fundamentally influenced by a series of EPSRC research grants, starting from the natural language programming through to latest ROS based design systems of the company where robot decision making is verifiable by design.","","The company's software, sEnglish Publisher, has been given with free licence to PDRAs and research students on all EPSRC research projects of the grant holder. This lead to application developments for autonomous surface vehicles with Thales UK, autonomous van with Tata Motors and to research carried out on autonomous drones at the university using the company's software. There was also an EU proposal with the participation of university partners: University of Surrey and University Liverpool where SysBrain Ltd was a key partner.","http://www.sysbrain.com","http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=spinout&outcomeId=56e15e974a0a28.57635947&grantRef=EP%2FE02677X%2F1","http://gtr.rcuk.ac.uk:80/projects?ref=EP/E02677X/1","CA288397-7967-496A-B094-CEE213BA5270","798CB33D-C79E-4578-83F2-72606407192C","30A429E3-83B7-4E41-99C0-14A144F07DFE","EC3EA414-946F-47B4-8129-DE76D17463A5"
"EPSRC","EP/E023711/1","Research Grant","Spin Outs","Cranfield University","Sch of Applied Sciences","Shore","Paul","","Loxham Precison Limited","Loxham Precision is a machine and systems manufacturer. It produces ultra precision machines and control systems.","2011","Secured contracts during its first year with a major optics company. In its second year it secured investment and is building a new machine tool. It also has secured funding via the TSB advanced automation programs.","http://www.loxhamprecision.com","http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=spinout&outcomeId=543fcd0a4011e9.69099207&grantRef=EP%2FE023711%2F1","http://gtr.rcuk.ac.uk:80/projects?ref=EP/E023711/1","993F8B4D-043C-4E75-B0E8-A9C56AB50C21","798CB33D-C79E-4578-83F2-72606407192C","F45A4578-F962-4EFA-9CC1-9F2FF4F760AE","8CED9802-F79A-47EF-886A-032CCC3B5381"
"EPSRC","EP/G025797/1","Research Grant","Spin Outs","University of Surrey","Computing Science","Schneider","Steve","","Coasca Ltd","Coasca Ltd provides software and expertise to support secure and verifiable electronic voting. It was set up out of the University of Surrey following the successful development of a system to support the November 2014 State Election in the State of Victoria, Australia. The University of Surrey has contributed the copyright of the open source software developed for the Victorian system, and owns a stake in the company.","2015","The company is currently in discussion with potential clients who are interested in electronic voting.","http://www.coasca.com/","http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=spinout&outcomeId=56dbde1a02a756.36217777&grantRef=EP%2FG025797%2F1","http://gtr.rcuk.ac.uk:80/projects?ref=EP/G025797/1","AEF83B5F-F104-46E7-9469-CA0A3A18BE0B","798CB33D-C79E-4578-83F2-72606407192C","67B34D05-3A52-4A09-8FF9-F2398D60E246","4F538371-3425-47F2-AB31-1BBC086E5253"
"EPSRC","EP/G060649/1","Research Grant","Spin Outs","University of Cambridge","Physics","Baumberg","Jeremy","","Base4","Spin-out producing a new ultra-high speed DNA sequencing technology","2010","second tranche of funding, having hit milestones","http://www.base4.co.uk","http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=spinout&outcomeId=5445026aeb3b00.33717192&grantRef=EP%2FG060649%2F1","http://gtr.rcuk.ac.uk:80/projects?ref=EP/G060649/1","CE4AAF3D-A8F8-4B54-B438-A906D0496058","798CB33D-C79E-4578-83F2-72606407192C","D1774113-D5D2-4B7C-A412-66A90FE4B96F","F6490E10-BCC4-4DA3-903D-A8A813A253F5"
"EPSRC","EP/J000876/1","Research Grant","Spin Outs","University of Warwick","Sch of Engineering","Tamainot-Telto","Zacharie","","Sorption Energy Ltd.","Sorption Energy Ltd. develops adsorption heat pumps, boilers, vehicle air-conditioning, and domestic heating and hot water","2009","- Development of domestic gas fired adsorption heat pump. - Industrial links and networking. - Stimulation of innovative and sustainable technologies","https://www.nexok.co.uk/company/06791484/sorption-energy-limited/financials-accounts","http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=spinout&outcomeId=56e0784da12b02.43073917&grantRef=EP%2FJ000876%2F1","http://gtr.rcuk.ac.uk:80/projects?ref=EP/J000876/1","E9CCAD52-2507-457B-8074-AC8107067656","798CB33D-C79E-4578-83F2-72606407192C","B6FB652A-60C3-48DD-9A33-075D1F759B48","1AEFA2D0-C3DF-422E-A048-BD90057D794E"
"EPSRC","EP/F014341/1","Research Grant","Spin Outs","Swansea University","Institute of Life Science Medical School","Brenton","Anthony","","AberMs Ltd","Manufacturer of ion sources and ion optics consultancy company. It has expertise in programming and interfacing equipment and has previously developed software 21 CFR Part 11 Compliance.","2015","Developer of novel ion source and mass analysers.",,"http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=spinout&outcomeId=56ddb1060b4265.68026721&grantRef=EP%2FF014341%2F1","http://gtr.rcuk.ac.uk:80/projects?ref=EP/F014341/1","F0A299BE-B460-490F-83E6-FD33EDEB82A0","798CB33D-C79E-4578-83F2-72606407192C","AB307619-D4FA-427E-A042-09DBEBA84669","9060A8D4-1757-49DE-BD10-C577E16A4780"
"BBSRC","BB/G010374/1","Research Grant","Spin Outs","Heriot-Watt University","Sch of Engineering and Physical Science","Willoughby","Nicholas","","Decima Biomed","Decima Biomed is a company resulting from the collaborations developed within BBSRC BRIC project BB/G010374/1 to facilitate commercialisation of novel cell separation devices.

The results and outcomes of the above project have been used in the design of Decima's first cell separator, which is being prototype-tested in collaboration with several partners","2015","prototype elasticity-based cell separation and purification device",,"http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=spinout&outcomeId=56d5a04ae28848.69028338&grantRef=BB%2FG010374%2F1","http://gtr.rcuk.ac.uk:80/projects?ref=BB/G010374/1","74CF434D-8B2D-4C95-8F15-A3E7C8C15195","2512EF1C-401B-4222-9869-A770D4C5FAC7","E5A82D2C-5AD4-488A-ACFF-566345A5D6DA","47199200-000F-40D0-9E66-98B031688237"
"EPSRC","EP/H049606/1","Research Grant","Spin Outs","Queen's University of Belfast","Electronics Electrical Eng and Comp Sci","McCanny","John","","TITAN IC SYSTEMS LIMITED","Titan IC Systems is a world leader in the development of hardware engines for content and network processing. The solutions offered include Regular Expression Processor (RXP) and Parallel String Matcher (PSM) for use in all aspects of network security including: Intrusion Detection/Prevention, application detection, anti-virus, and content/URL filtering. 
Titan IC Systems has a large portfolio of network and network security related intellectual property, based on research conducted over the past five years at ECIT. This research has been focused on the underlying processing architectures and silicon technologies, essential for supporting secure, high quality streaming services. Titan IC Systems innovation lies in the ability to perform fast and parallel pattern matching and regular expression processing at speeds of up to 40Gb/s.","2007","Titan IC Systems is delivering new benchmarks in both flexibility and performance for content inspection and network processing hardware. The unique technology capability offers customers the ability to perform regular expression processing and pattern matching acceleration at speeds of a few 100Mb/s up to 40Gb/s utilising a fully scalable, flexible and parallel architecture. This revolutionary new technology is capable of processing multiple characters and multiple regular expressions in parallel as concurrent tasks on several processing engines. Selected as one of the UK's 12 most exciting technology start-ups and invted to pitch their business at Number 10 Downing Street. Atracted &pound;850k of funding via venture capital investments in 2015.","http://www.titanicsystems.com/","http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=spinout&outcomeId=56dee308eb1f62.81642970&grantRef=EP%2FH049606%2F1","http://gtr.rcuk.ac.uk:80/projects?ref=EP/H049606/1","E76C4E16-B823-4F33-9FF8-D11FF6DC1123","798CB33D-C79E-4578-83F2-72606407192C","EC23DA53-CA73-4104-A3F6-2A9523484E69","F05D1A0D-8915-416E-A0EC-E52C826BE888"
"BBSRC","BB/K015176/1","Research Grant","Spin Outs","University of Aberdeen","Chemistry","Jaspars","Marcel","","Ripptide Pharma","Ripptide Pharma has developed a chemoenzymatic process for the efficient production of macrocycles and cyclic peptides, addressing entirely novel areas of chemical space for drug discovery and development. Macrocycles are new therapeutics in areas only currently accessible through biologics, such as protein-protein interactions. Unlike biologics they can be administered orally and access therapeutic targets within the cell.

Our technology is available to partners to discover or optimise macrocycles in their areas of therapeutic interest

Ripptide is advancing its in-house drug discovery/development activities in unmet areas of inflammation, autoimmune disease and cancer.","2015","None yet, we will in-license IP formally in July 2016","http://www.ripptide-pharma.com","http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=spinout&outcomeId=56d4367d220a27.82089747&grantRef=BB%2FK015176%2F1","http://gtr.rcuk.ac.uk:80/projects?ref=BB/K015176/1","AC81C3D7-376C-4115-B12A-F396890ED811","2512EF1C-401B-4222-9869-A770D4C5FAC7","F7E13617-2678-475B-99E4-31479C92038D","78410D95-59B7-42A8-B5A6-90CEC7C6FDC7"
"STFC","ST/I000143/1","Research Grant","Spin Outs","University of Cambridge","Physics","Parker","Michael Andrew","http://orcid.org/0000-0001-9798-8411","Scidiver","Scientific text mining","2011","None so far.",,"http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=spinout&outcomeId=EnJ8aj49rhn&grantRef=ST%2FI000143%2F1","http://gtr.rcuk.ac.uk:80/projects?ref=ST/I000143/1","A7FA9939-C1CE-447F-87A5-C32758D27E40","D7F4F462-0518-4784-908A-D12633C139B3","D1774113-D5D2-4B7C-A412-66A90FE4B96F","087A8744-45C7-4BB0-9E7E-71F6252414E6"
"NERC","NE/L012731/1","Research Grant","Spin Outs","University of Bristol","Research and Enterprise Development","Wray","Andrew","","SSBN Ltd","SSBN was formed out of the University of Bristol Hydrology Research Group. The research group forms a world leading authority in the field of modelling flood risk, and SSBN was started by four of its members. We aim to utilize the unique skills of our team to provide cost effective flood risk analytics based on cutting edge research methods. We aim to transfer this knowledge to deliver truly innovative and cost effective products, enabling our customers to make confident decisions based on robust estimates of risk.","2013","SSBN is collaborating with Google and NASA JPL on new global flood data layers. The company made its first sale of flood risk data in Summer 2014.","http://www.ssbn.co.uk/","http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=spinout&outcomeId=541946a6d84054.09393524&grantRef=NE%2FL012731%2F1","http://gtr.rcuk.ac.uk:80/projects?ref=NE/L012731/1","0FB4DD1E-9074-45C7-97FD-AF62B07EAE87","8A03ED41-E67D-4F4A-B5DD-AAFB272B6471","4A348A76-B2D0-4DDD-804A-CE735A6D3798","BAF78679-9E70-4940-8E01-C5DFC1EB71AC"
"MRC","MC_U127084348","Intramural","Spin Outs","MRC Protein Phosphorylation Unit",,"Cohen","Philip","","Ubiquigent Limited","The company has been set up to market reagents, assays, services and technologies developed by the Protein Ubiquitylation Unit of the Scottish Institute for Cell Signaling which was set up as a result of my research into the role of ubiquitylation in studying the innate immune system.; http://www.ubiquigent.com","2009","MRC Technology holds 10% of the equity in Ubiquigent Limited.","http://www.ubiquigent.com/","http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=spinout&outcomeId=9022CDB0D76&grantRef=MC_U127084348","http://gtr.rcuk.ac.uk:80/projects?ref=MC_U127084348","EC1C1E9E-3FE1-403B-9D1A-AD3B1C978C46","C008C651-F5B0-4859-A334-5F574AB6B57C","EB4EED18-4D2E-4BF5-B732-A731B1DC6C51","5A87C0F6-4947-4355-85BA-2F3DE728FD42"
"EPSRC","EP/L024012/1","Research Grant","Spin Outs","University of Oxford","Engineering Science","Coussios","Constantin","","www.oxsonics.com","Therapeutic ultrasound technologies for minimally invasive surgery and drug delivery","2014","Received a TSB Biocatalyst award for &pound;2.1m, supplementing VC funding of &pound;2.7m.","http://www.oxsonics.com","http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=spinout&outcomeId=5463efd9388598.53587006&grantRef=EP%2FL024012%2F1","http://gtr.rcuk.ac.uk:80/projects?ref=EP/L024012/1","6CD133AA-801F-4644-A6CB-CC1C49A5E344","798CB33D-C79E-4578-83F2-72606407192C","3EAE04CA-9D62-4483-B9C4-F91AD9F4C5A9","BE060C1C-7FDA-4E37-AB7D-73E0E67C6492"
"STFC","ST/K001612/1","Research Grant","Spin Outs","University College London","Physics and Astronomy","Tinetti","Giovanna","http://orcid.org/0000-0001-6058-6654","Blue Skies Space","The aim of our company is to &quot;enable cost effective, quickly-delivered scientific instruments for users worldwide through a service based model.&quot;","2014","BSSL was setup in 2014 to allow our team to develop the Twinkle satellite.","http://www.blueskiesspace.co.uk","http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=spinout&outcomeId=56e1c5dc8b2db1.34319590&grantRef=ST%2FK001612%2F1","http://gtr.rcuk.ac.uk:80/projects?ref=ST/K001612/1","73B7FBDE-4A38-432D-852A-E95254DE99C1","D7F4F462-0518-4784-908A-D12633C139B3","3A5E126D-C175-4730-9B7B-E6D8CF447F83","25484FA0-7DC4-4B6C-BB3D-E137B26BED88"
"EPSRC","EP/I035536/2","Research Grant","Spin Outs","University College London","London Centre for Nanotechnology","Morton","John","","Q & I Ltd","Quantum technology consultancy","2015","N/A","http://www.qandi.co.uk","http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=spinout&outcomeId=56ddb2a9562dd3.05093739&grantRef=EP%2FI035536%2F2","http://gtr.rcuk.ac.uk:80/projects?ref=EP/I035536/2","7569C8FB-109A-4FF5-8074-E97DE276E7F6","798CB33D-C79E-4578-83F2-72606407192C","3A5E126D-C175-4730-9B7B-E6D8CF447F83","5A620F3F-46E8-4494-8E42-A6565C0D0060"
"MRC","G0300723","Research Grant","Spin Outs","University of Cambridge","Surgery","Pedersen","Roger","","Cellcentric Ltd","Engaged in medical applications resulting from advances in epigenetic mechanisms.","2005","Close links with Takeda for investigations on targets of cancers such as prostate.","http://www.cellcentric.com/","http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=spinout&outcomeId=THKipdQ5cZ1&grantRef=G0300723","http://gtr.rcuk.ac.uk:80/projects?ref=G0300723","D5DE589E-D917-4251-88C2-C74D3EE93AE8","C008C651-F5B0-4859-A334-5F574AB6B57C","D1774113-D5D2-4B7C-A412-66A90FE4B96F","B0E0E482-B6A7-4461-BEF8-24FE249A1158"
"MRC","MR/K025589/1","Research Grant","Spin Outs","University College London","Institute of Ophthalmology","Ali","Robin","","Athena Vision Ltd","Ocular gene therapy company","2015","Has raised substantial funding and will develop a programme of clinical trials with 2 new multi-centre US/UK trials of ocular gene therapy over the next 3 years. Has secured GMP facility for manufacturing for viral vectors.","http://www.athena-vision.com","http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=spinout&outcomeId=56ddbff856f9e0.95984859&grantRef=MR%2FK025589%2F1","http://gtr.rcuk.ac.uk:80/projects?ref=MR/K025589/1","2EE10F4C-03C8-42FE-840C-F9396B17A7E3","C008C651-F5B0-4859-A334-5F574AB6B57C","3A5E126D-C175-4730-9B7B-E6D8CF447F83","6F03635D-C7E9-423B-8EA6-1A549DE2C298"
"MRC","G0601846","Fellowship","Spin Outs","University College London","Institute of Neurology","Fox","Nick","","IXICO","www.ixico.co.uk 
Image analysis service provider","2006","led to large contracts being awarded","http://www.ixico.co.uk","http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=spinout&outcomeId=BNPZSdZ1Mzo&grantRef=G0601846","http://gtr.rcuk.ac.uk:80/projects?ref=G0601846","135E2846-046E-4AFA-8357-FD70E40C7F44","C008C651-F5B0-4859-A334-5F574AB6B57C","3A5E126D-C175-4730-9B7B-E6D8CF447F83","73771842-1F5F-417D-B3E9-1C95161A8FA9"
"EPSRC","EP/H000917/2","Research Grant","Spin Outs","King's College London","Physics","Zayats","Anatoly","","Causeway Sensors Ltd","Causeway Sensors Ltd has developed novel nanostructured surfaces comprised of nanorods or nanotubes that can be used in a variety of sensing applications. The nature of the nanostructures allows Causeway Sensors to implement a straightforward detection scheme that can be tailored for different markets as diverse as protein bio-sensing through to hazardous gas sensing. Causeway Sensors develops, manufactures and sells a both complete sensing packages, consumable biochips, software and develops solutions for applications in cell biology, microfluidics and nanofluidics, physics, chemistry, cell and particle studies.","2013","Customers include biology laboratories in academia, Institute laboratories and diverse industry.","http://www.causewaysensors.com","http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=spinout&outcomeId=5431d6977c0f95.78712967&grantRef=EP%2FH000917%2F2","http://gtr.rcuk.ac.uk:80/projects?ref=EP/H000917/2","03C3D9F5-DA93-407E-8196-FC62E3036D9F","798CB33D-C79E-4578-83F2-72606407192C","318B5D98-4CB4-4B10-A876-08FC93071A56","357C5404-2AD4-4DDC-9117-DFDA01E66E3C"
"BBSRC","BBS/E/J/000C0618","Intramural","Spin Outs","John Innes Centre","Contracts Office","Field","Rob","","Iceni Diagnostics Ltd","Iceni Diagnsoptics offers bespoke solutions to third parties with requirement in carbohydrate and bioconjugation chemistry. It also has an in house program of glycodiagnostics development.","2014","Too early",,"http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=spinout&outcomeId=56ddf86bb00431.18852763&grantRef=BBS%2FE%2FJ%2F000C0618","http://gtr.rcuk.ac.uk:80/projects?ref=BBS/E/J/000C0618","CEF3C2E1-F62D-4B66-A4D8-F9B2E1698FC9","2512EF1C-401B-4222-9869-A770D4C5FAC7","63A7C928-3A19-4C14-812F-370961534DAC","04D76F30-BDEF-45A1-82ED-3946C84E9824"
"MRC","G0000707","Research Grant","Spin Outs","Liverpool School of Tropical Medicine","UNLISTED","Hemingway","Janet","","Innovative Vector Control Consortium","WWW.IVCC.com","2009","Gates funded product development partnership with industry","http://www.ivcc.com/","http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=spinout&outcomeId=DHfUozFfeWU&grantRef=G0000707","http://gtr.rcuk.ac.uk:80/projects?ref=G0000707","AE858D0B-8861-4CF8-AA8D-D9E520DA2111","C008C651-F5B0-4859-A334-5F574AB6B57C","3ED60B49-9C2B-4D71-B644-96CCC7F10194","A3CE4A58-BCF5-4427-BA32-7A16B9B7D1EA"
"EPSRC","EP/H030360/1","Research Grant","Spin Outs","University of Surrey","Mechanical Medical and Aerospace Eng","Birch","David","","Surrey Sensors Ltd.","This is a new university start-up formed as a partnership between industry and academia. The company's aim is to manage the research group's commercial activities and to commercialize the technology being developed by the group.","2015","The company is still in the process of being set up.",,"http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=spinout&outcomeId=56cb17c22fab51.97214074&grantRef=EP%2FH030360%2F1","http://gtr.rcuk.ac.uk:80/projects?ref=EP/H030360/1","681C9362-F4FA-4334-8A99-DC0E4125B17C","798CB33D-C79E-4578-83F2-72606407192C","67B34D05-3A52-4A09-8FF9-F2398D60E246","7430D529-46F7-4479-A462-CEC1B53D0EF9"
"MRC","G0900857","Research Grant","Spin Outs","University of Birmingham","Immunity and Infection","Henderson","Ian","","Prokarium","Spin-out company developing vaccines","2011","company based on live attenuated vaccines",,"http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=spinout&outcomeId=dEJEo16wQNz&grantRef=G0900857","http://gtr.rcuk.ac.uk:80/projects?ref=G0900857","E3772103-D8A4-4714-96BB-FFEB8178FB53","C008C651-F5B0-4859-A334-5F574AB6B57C","818CD6C9-61EE-41F2-9F37-0C7A8F43E25D","BDE65224-702B-4177-91C1-1DA5A739E54C"
"EPSRC","EP/H000917/1","Research Grant","Spin Outs","Queen's University of Belfast","Sch of Mathematics and Physics","Zayats","Anatoly","","Causeway Sensors Ltd","Causeway Sensors Ltd has developed novel nanostructured surfaces comprised of nanorods or nanotubes that can be used in a variety of sensing applications. The nature of the nanostructures allows Causeway Sensors to implement a straightforward detection scheme that can be tailored for different markets as diverse as protein bio-sensing through to hazardous gas sensing. Causeway Sensors develops, manufactures and sells a both complete sensing packages, consumable biochips, software and develops solutions for applications in cell biology, microfluidics and nanofluidics, physics, chemistry, cell and particle studies.","2013","Customers include biology laboratories in academia, Institute laboratories and diverse industry.","http://www.causewaysensors.com","http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=spinout&outcomeId=5431d6977c0f95.78712967&grantRef=EP%2FH000917%2F1","http://gtr.rcuk.ac.uk:80/projects?ref=EP/H000917/1","CAE97B0F-7E37-44A6-9F6B-F8714A333C76","798CB33D-C79E-4578-83F2-72606407192C","EC23DA53-CA73-4104-A3F6-2A9523484E69","357C5404-2AD4-4DDC-9117-DFDA01E66E3C"
