"Funding OrgName","Project Reference","ProjectCategory","Outcome Type","LeadRO Name","Department","PI Surname","PI First Name","PI Orcid iD","Outcome Title","Type","Current Stage of Development","Clinical Trial?","UKCRN/ISCTN ID","Year Development Stage Completed","Development Status","Description","Impact","Url","GTR Outcome URL","GTRProjectUrl","ProjectId","FundingOrgId","LeadROId","PIId"
"MRC","MC_UP_A620_1014","Intramural","Products Interventions & Clinical Trials","MRC Lifecourse Epidemiology Unit",,"Cooper","Cyrus","","Healthy Conversation Intervention","Preventative Intervention - Behavioural risk modification","Early clinical assessment","",,"2014","Under active development/distribution","Healthy Conversation Intervention","Health and Wealth impacts",,"http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=productintervention&outcomeId=545aa6d3461635.00201864&grantRef=MC_UP_A620_1014","http://gtr.rcuk.ac.uk:80/projects?ref=MC_UP_A620_1014","E5B0C0B1-8A75-4103-9DBF-366CF5BA4EC1","C008C651-F5B0-4859-A334-5F574AB6B57C","5480E523-2DDE-401D-AD42-36E43161A724","EA2F586A-F0AF-4CC1-A4DB-876C3C335071"
"MRC","MC_UP_A620_1014","Intramural","Products Interventions & Clinical Trials","MRC Lifecourse Epidemiology Unit",,"Cooper","Cyrus","","Strontium ranelate and knee osteoarthritis","Therapeutic Intervention - Drug","Late clinical evaluation","Yes","European Trial (EMA registered)","2012","Under active development/distribution","First discovered disease-modifying agent for knee osteoarthritis","Attenuation of cartilage loss in OA.",,"http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=productintervention&outcomeId=m8A9TZwGf8d&grantRef=MC_UP_A620_1014","http://gtr.rcuk.ac.uk:80/projects?ref=MC_UP_A620_1014","E5B0C0B1-8A75-4103-9DBF-366CF5BA4EC1","C008C651-F5B0-4859-A334-5F574AB6B57C","5480E523-2DDE-401D-AD42-36E43161A724","EA2F586A-F0AF-4CC1-A4DB-876C3C335071"
"MRC","MC_U122886349","Intramural","Products Interventions & Clinical Trials","MRC Clinical Trials Unit",,"Dore","Caroline","","VIDEO","Preventative Intervention - Nutrition and Chemoprevention","Late clinical evaluation","Yes",,"2013","Closed","Vitamin D supplementation may reduce the rate of disease progression and improve symptoms in participants with knee osteoarthritis.","None yet",,"http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=productintervention&outcomeId=YgeNR5FM4Wi&grantRef=MC_U122886349","http://gtr.rcuk.ac.uk:80/projects?ref=MC_U122886349","1C54ED3E-493E-4200-B5EB-4D4430983293","C008C651-F5B0-4859-A334-5F574AB6B57C","666A7C6D-E59C-4C37-8997-490B93914C41","C0D1CA6E-1770-4AA4-9EC0-55336CC1D676"
"MRC","G1000729","Research Grant","Products Interventions & Clinical Trials","University of Oxford","Weatherall Inst of Molecular Medicine","Vyas","Paresh","","RavVa trial:","Therapeutic Intervention - Drug","Early clinical assessment","Yes",,"2013","Under active development/distribution","Phase II Randomised Trial of 5-Azacitidine versus 5- Azacitidine in combination with Vorinostat in patients with Acute Myeloid Leukaemia or High Risk Myelodysplastic Syndromes Ineligible for Intensive Chemotherapy). 250 patients. Fully recruited. Vyas is co-Investigator and Scientific Lead.","This trial is helping tod efine azacitidine based combination therapies.",,"http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=productintervention&outcomeId=56d55564301a84.76477516&grantRef=G1000729","http://gtr.rcuk.ac.uk:80/projects?ref=G1000729","C7E290C0-B2BD-4ACF-8331-39E0195E9126","C008C651-F5B0-4859-A334-5F574AB6B57C","3EAE04CA-9D62-4483-B9C4-F91AD9F4C5A9","7C77CA31-E4B1-49B0-B014-0CE3E7BA17D0"
"MRC","G108/603","Fellowship","Products Interventions & Clinical Trials","King's College London","Unlisted","Pariante","Carmine M.","","Prednisolone suppression test","Diagnostic Tool - Non-Imaging","Early clinical assessment","",,"2010","Under active development/distribution","A test to assess stress hormones secretion that predicts treatment response in depressed patients.","The relevant paper have been published: 19336786, 17016711, 20558006.",,"http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=productintervention&outcomeId=64BEA6DB152&grantRef=G108%2F603","http://gtr.rcuk.ac.uk:80/projects?ref=G108/603","696279D5-F473-4C02-83C0-2EEE855AB1C1","C008C651-F5B0-4859-A334-5F574AB6B57C","318B5D98-4CB4-4B10-A876-08FC93071A56","48FCFE5A-38FD-463D-86A7-53E5BDC5FD41"
"EPSRC","EP/G066477/1","Research Grant","Products Interventions & Clinical Trials","Imperial College London","Electrical and Electronic Engineering","Vinter","Richard","","None","Therapeutic Intervention - Medical Devices","Initial development","",,"2010","Closed","Nominal entry","Nominal entry",,"http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=productintervention&outcomeId=54574ea11c6d80.53753862&grantRef=EP%2FG066477%2F1","http://gtr.rcuk.ac.uk:80/projects?ref=EP/G066477/1","FC2FD198-C037-484A-9ED5-31BE00FC5491","798CB33D-C79E-4578-83F2-72606407192C","46387D84-F71E-4B7D-8C7D-9C288F113510","89EC125A-95B0-4BF8-A05D-FD06FBDF1541"
"EPSRC","EP/I032673/1","Research Grant","Products Interventions & Clinical Trials","University of Southampton","School of Psychology","Yardley","Lucy","","Healthy Mind","Therapeutic Intervention - Psychological/Behavioural","Early clinical assessment","",,"2014","Under active development/distribution","App-based intervention to support the self-management of stress/distress, adapted from an existing web-based intervention (Healthy Pathways through Stress). The development stage has been completed. Engagement with and usage of Healthy Mind is currently being examined as part of a workplace roll out across the UK. 

Funding source: EPSRC.","Healthy Mind was developed using the Life Guide Toolbox - a set of software tools that enables researchers with no prior programming skills to create their own app-based interventions.",,"http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=productintervention&outcomeId=54636f348879c3.41728743&grantRef=EP%2FI032673%2F1","http://gtr.rcuk.ac.uk:80/projects?ref=EP/I032673/1","4597FCBF-1881-401C-8F7A-4A4A0952E108","798CB33D-C79E-4578-83F2-72606407192C","30A429E3-83B7-4E41-99C0-14A144F07DFE","D90428DB-86C4-4981-9029-043FEDA48915"
"MRC","MC_U127561111","Intramural","Products Interventions & Clinical Trials","MRC Human Genetics Unit",,"Gray","Nicola","","Antibodies","Diagnostic Tool - Imaging","Initial development","",,"2010","Under active development/distribution","Have been asked to provide several antibodies commercially, discussions ongoing.","N/A - not yet in market",,"http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=productintervention&outcomeId=JBHaHCQFu5r&grantRef=MC_U127561111","http://gtr.rcuk.ac.uk:80/projects?ref=MC_U127561111","60009ACA-D3BA-4D56-BEFB-2DD1A5813F82","C008C651-F5B0-4859-A334-5F574AB6B57C","2AFC5CFA-103A-40EE-8058-B8A79D2095DA","798EAC3E-AEA6-45D5-B418-7FBCC0257087"
"EPSRC","EP/K502315/1","Research Grant","Products Interventions & Clinical Trials","Newcastle University","Institute of Cellular Medicine","Taylor","John","","Biosensor for periodontal disease monitoring","Diagnostic Tool - Non-Imaging","Refinement.  Non-clinical","",,"2014","Under active development/distribution","A core aim of our project is to develop a biosensor device suitable for analysing salivary protein biomarkers and thereby monitoring periodontal disease progression. The project specifically involves the lab-based development of this device and analysis (under lab conditions) of samples from a clinical trial. Currently, one viable sensor has been developed and analysis of clinical samples using this sensor is on going. Other sensors are at an earlier stage of development.","Our project is aimed at bridging the gap between product development and the clinic and as such we are still at an early stage in developing a commercially and clinically acceptable product and the project is on going. However, we have learnt much about biosensor design using the proprietary platform provided by our industrial collaborators and would be confident of significant technological progress by the end of the project. 
In addition to impact interns of patient management and care this will also help our understanding of the biological basis for disease progression which in turn will inform future diagnostics.",,"http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=productintervention&outcomeId=5461f8456c4a37.15273320&grantRef=EP%2FK502315%2F1","http://gtr.rcuk.ac.uk:80/projects?ref=EP/K502315/1","C647A5FF-0B61-4AD0-B40F-2B2C70103837","798CB33D-C79E-4578-83F2-72606407192C","5E2B04DD-4A03-45ED-9892-61C5CCB8AC68","2537D3B6-67B8-4C51-8355-8F8C98597E0B"
"MRC","MR/J007129/1","Research Grant","Products Interventions & Clinical Trials","University of Strathclyde","Inst of Pharmacy and Biomedical Sci","Dufes","Christine","","Synthesis of tumour-targeted gene delivery systems","Therapeutic Intervention - Cellular and gene therapies","Initial development","",,"2012","Under active development/distribution","We have synthesized two novel tumour-targeted gene delivery systems, namely lactoferrin- and lactoferricin- bearing polypropylenimine dendrimers. 
These 2 novel dendrimers have demonstrated their ability to carry DNA by formation of complexes, which occurred almost instantaneously and was stable over at least 24h. In vitro transfection experiment revealed that the conjugation of Lf to DAB led to a significantly improved transfection compared to DAB-Tf on A431 carcinoma cells overexpressing transferrin receptors. A qualitative analysis of the targeting efficacy of these delivery systems by confocal microscopy revealed that the co-localization of fluorescently-labelled DNA in the nucleus was more pronounced after treatment with DAB-Lf dendriplex compared to unconjugated dendriplex.
The conjugation of lactoferrin and lactoferricin to the dendrimer significantly increased the gene expression in the tumor while decreasing the non-specific gene expression in the liver. Consequently, the intravenous administration of the targeted dendriplexes encoding TNFa led to the complete suppression of 60% of A431 tumors and up to 50% of B16-F10 tumors over one month. The treatment was well tolerated by the animals.
These results suggest that these novel lactoferrin- and lactoferricin-bearing dendrimers are promising gene delivery systems for cancer therapy.","This research will address the unmet need of tumour-targeted delivery of plasmid DNA by intravenous administration, which is currently the subject of much research worldwide. Numerous highly promising therapeutic genes cannot be used clinically because of their failure to specifically reach remote tumours by intravenous administration. This represents a frustrating impasse, resulting in many potentially life-saving therapeutics being unavailable until this delivery issue is solved. The impact of our proposed project is therefore likely to be significant.
This research is at the interface of cancer therapy and gene delivery. As a result, it will be of interest to the thousands of academics investigating these topics worldwide. This will include the scientists involved in cancer biology, gene delivery, biomaterials, pharmaceutics, as well as clinical oncologists.",,"http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=productintervention&outcomeId=rTjC2QgXHPv&grantRef=MR%2FJ007129%2F1","http://gtr.rcuk.ac.uk:80/projects?ref=MR/J007129/1","FCD0CD2D-0039-44D5-8A13-21A5C952578D","C008C651-F5B0-4859-A334-5F574AB6B57C","5BB4F8BF-B4E0-4EAF-9AF5-885E19D64850","8FB1848C-70B7-4980-84B3-F82F45C7BF4D"
"MRC","G0600512","Research Grant","Products Interventions & Clinical Trials","Imperial College London","Dept of Medicine","Feizi","Ten","","Carbohdryate microarrays for studies of endogenous carbohydrate recogntion systems as well as pathogen host interatctions","Support Tool - For Fundamental Research","Initial development","",,"2009","Actively seeking support","Optimization of carbohydrate (oligosaccharide) presentation on microarrays","Currently this carbohdryate microarray sytem is the only one we are aware of that can discern the distinctive receptor binding property of the pandemic H1N1 2009 influneza virus compared with seasonal H1N1 virus.",,"http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=productintervention&outcomeId=43930CD0700&grantRef=G0600512","http://gtr.rcuk.ac.uk:80/projects?ref=G0600512","94D96195-23FD-4912-A2C3-358445513DB8","C008C651-F5B0-4859-A334-5F574AB6B57C","46387D84-F71E-4B7D-8C7D-9C288F113510","C26ADB94-87FF-4574-B42D-8AA595A9867B"
"MRC","G0700000","Research Grant","Products Interventions & Clinical Trials","University of Edinburgh","Royal (Dick) School of Veterinary Scienc","Seckl","Jonathan","","chronic pain treatment 2","Therapeutic Intervention - Drug","Late clinical evaluation","Yes","NCT01316744","2010","Under active development/distribution","we are developing a reformulation of an existing drug used as currently as an adjuvant treatment for chronic neuropathic pain experienced by cancer patients. A phase III is currently running with an oral capsule formulation. Currently in paractive this drug is taken intramuscularly or in liquid oral form.","We seek to develop this first as a special and later in other more refined oral liquid capsules rather than the loose filled powder capsule currently in trial. This could bring revenue to the University and a spin out company and encourage other clinicians to think about IP that is contained within their studies. This type of IP is not typically developed by institutes, as it would be pre-selected against due to the development work required and it's non patentable nature.",,"http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=productintervention&outcomeId=n6VkktHrZqH&grantRef=G0700000","http://gtr.rcuk.ac.uk:80/projects?ref=G0700000","78645077-E8A8-4CBA-BD1D-2A59CBF6C919","C008C651-F5B0-4859-A334-5F574AB6B57C","2DB7ED73-8E89-457A-A395-FAC12F929C1A","43624727-2D66-49AE-8923-426DD4CDD141"
"MRC","G0700000","Research Grant","Products Interventions & Clinical Trials","University of Edinburgh","Royal (Dick) School of Veterinary Scienc","Seckl","Jonathan","","chronic pain treatment 3","Therapeutic Intervention - Drug","Early clinical assessment","",,"2010","Under active development/distribution","An open label study with a well known and available compound has been completed. The study looked at a variety of cancer drug induced pain patients and their response. The compound is now seeking funds for an efficacy study. It will in parallel be developed as a specials product and later be incorporated into new topical formulations (gel, patch, spray)","This could bring revenue to the University and a spin out company and encourage other clinicians to think about IP that is contained within their studies.",,"http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=productintervention&outcomeId=LNheZwkZZZ9&grantRef=G0700000","http://gtr.rcuk.ac.uk:80/projects?ref=G0700000","78645077-E8A8-4CBA-BD1D-2A59CBF6C919","C008C651-F5B0-4859-A334-5F574AB6B57C","2DB7ED73-8E89-457A-A395-FAC12F929C1A","43624727-2D66-49AE-8923-426DD4CDD141"
"MRC","G0700000","Research Grant","Products Interventions & Clinical Trials","University of Edinburgh","Royal (Dick) School of Veterinary Scienc","Seckl","Jonathan","","Aquila Biomedical venture","Support Tool - For Fundamental Research","Small-scale adoption","",,"2010","Actively seeking support","Aquila biomedical was incorporated as a company late 2011. Aquila is a preclinical services venture specilaising in turning high-end biological assays (assays based on advanced molecular understanding of disease processes) into screening tools for drug candidate selection. We started in MS with novel MOA models for demyelination and remyelination. The company has expanded more broadly in autoimmunity added pain including cancer pain. Plan to move to other areas - cancer and inflammation and human cell models. This venture has broad support in the University. Now established, it is providing a mechanism for efficient use of many academic assets that are currently underutilised for commercial purposes. The business team has been built and investment obtained and now the company is fully operation and in addition to offering services is building new MOA models.","Company formed, 2x SMART award recieved and 3 employees actively validating models in auto immune MS and pain. aquila-bm.com Now building MS in a dish model with license of specialist mouse line from DKFZ","http://www.aquila-bm.com","http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=productintervention&outcomeId=oP1q9GPk4gp&grantRef=G0700000","http://gtr.rcuk.ac.uk:80/projects?ref=G0700000","78645077-E8A8-4CBA-BD1D-2A59CBF6C919","C008C651-F5B0-4859-A334-5F574AB6B57C","2DB7ED73-8E89-457A-A395-FAC12F929C1A","43624727-2D66-49AE-8923-426DD4CDD141"
"MRC","MC_G0802523","Intramural","Products Interventions & Clinical Trials","Imperial College London",,"Wilkins","Martin","http://orcid.org/0000-0003-3926-1171","Mesenchymal stem cells for treatment of GvHD","Therapeutic Intervention - Cellular and gene therapies","Early clinical assessment","",,"2009","Actively seeking support","We are now growing MSC from most of stem cell transplant donors for use as third party donations for patients with life-threatening GvHD in a phase II clinical study. Fully funded throughthis grant","Control of steroid refractory life threatening GvHD in 40% of sufferers",,"http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=productintervention&outcomeId=Hjz11Z1Aw4k&grantRef=MC_G0802523","http://gtr.rcuk.ac.uk:80/projects?ref=MC_G0802523","F189E7F7-FD95-4EB8-943D-2FD6A537BBC7","C008C651-F5B0-4859-A334-5F574AB6B57C","46387D84-F71E-4B7D-8C7D-9C288F113510","DAECA10D-0993-488B-A15B-F062464CA324"
"ESRC","ES/K001914/1","Research Grant","Products Interventions & Clinical Trials","University of East Anglia","School of Psychology","Biggart","Laura Paule","","Emotional Intelligence Training for Social Workers","Preventative Intervention - Behavioural risk modification","Initial development","",,"2014","Under active development/distribution","Emotional Intelligence Training for Social Workers - currently in trial stage, 12 month RCT (Oct 2014-Oct 2015), funded by ESRC","Currently in trial stage, 12 month RCT (Oct 2014-Oct 2015) - further development expected depending on findings (Is there improvement in Emotional Intelligence following training? Is there reduction in burnout and stress following Emotional Intelligence Training?)","http://www.uea.ac.uk/emotionsatwork","http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=productintervention&outcomeId=5460b349a1af55.89690300&grantRef=ES%2FK001914%2F1","http://gtr.rcuk.ac.uk:80/projects?ref=ES/K001914/1","AC9D6FB6-9E33-4937-B300-38CDA216353D","924BE15C-91F2-4AAD-941A-3F338324B6AE","88C5F7F9-8DCC-41C9-BC4F-F37DA01075C7","C0DB0909-D6FA-4B9E-A27F-15B702265650"
"MRC","MR/L010453/1","Research Grant","Products Interventions & Clinical Trials","Keele University","Inst for Science and Tech in Medicine","Richardson","James","http://orcid.org/0000-0002-7233-3950","Autologous Chondrocytes","Therapeutic Intervention - Cellular and gene therapies","Late clinical evaluation","Yes","04/Q2604/10 - Ethics Committee Ref","2010","Under active development/distribution","Funded by the NHS and ARUK and the Orthopaedic Institute Ltd as a Licenced Product under the MHRA Hospital Exemption Scheme.","Improved quality of life and shown evidence that it is a cost effective treatment.",,"http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=productintervention&outcomeId=56a2208ba8f566.07002107&grantRef=MR%2FL010453%2F1","http://gtr.rcuk.ac.uk:80/projects?ref=MR/L010453/1","F716BBA8-0BED-4C74-8838-39B05CE34680","C008C651-F5B0-4859-A334-5F574AB6B57C","FC59975E-26E8-4A62-ABD8-A570DC6ABF06","C8781D80-900D-4EB0-BC88-B885D37E824A"
"MRC","G0600986","Research Grant","Products Interventions & Clinical Trials","University of Cambridge","Wolfson Brain Imaging Centre","Pickard","John","","Novel Mitochondrial PET probes","Diagnostic Tool - Imaging","Initial development","",,"2010","Under active development/distribution","Partnership with MRC an dthe University of Otago","TBD",,"http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=productintervention&outcomeId=GusaCWWvEmR&grantRef=G0600986","http://gtr.rcuk.ac.uk:80/projects?ref=G0600986","403421A0-CC02-41AF-BE21-3A423AF2BD3C","C008C651-F5B0-4859-A334-5F574AB6B57C","D1774113-D5D2-4B7C-A412-66A90FE4B96F","9D0C5F6D-E2EC-402A-B26D-EF21A234A490"
"MRC","G1100629","Research Grant","Products Interventions & Clinical Trials","Cardiff University","School of Medicine","Linden","David","","NFD","Therapeutic Intervention - Psychological/Behavioural","Early clinical assessment","Yes","10901","2014","Under active development/distribution","Neurofeedback training, based on real-time functional magnetic resonance imaging signals, for patients with depression","Increase in research activities in clinical neurofeedback worldwide","https://clinicaltrials.gov/show/NCT01544205","http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=productintervention&outcomeId=569e199280b603.37271564&grantRef=G1100629","http://gtr.rcuk.ac.uk:80/projects?ref=G1100629","D4D28823-0A53-45A3-9603-3D92CDB067E8","C008C651-F5B0-4859-A334-5F574AB6B57C","9C10D78F-6430-4CA7-9528-B96B0762A4C6","BB89B755-DB87-49FF-B953-F2B4CBEE4C92"
"MRC","G1100629","Research Grant","Products Interventions & Clinical Trials","Cardiff University","School of Medicine","Linden","David","","Neurofeedback and Depression","Therapeutic Intervention - Psychological/Behavioural","Early clinical assessment","Yes","UKCRN 10901","2013","Under active development/distribution","Ongoing clinical trial","Unknown","http://public.ukcrn.org.uk/Search/StudyDetail.aspx?StudyID=10901","http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=productintervention&outcomeId=GA5Adi9k6ss&grantRef=G1100629","http://gtr.rcuk.ac.uk:80/projects?ref=G1100629","D4D28823-0A53-45A3-9603-3D92CDB067E8","C008C651-F5B0-4859-A334-5F574AB6B57C","9C10D78F-6430-4CA7-9528-B96B0762A4C6","BB89B755-DB87-49FF-B953-F2B4CBEE4C92"
"MRC","MR/N006240/1","Research Grant","Products Interventions & Clinical Trials","King's College London","Women's Health","Shennan","Andrew","","CRADLE Microlife VSA","Therapeutic Intervention - Medical Devices","Small-scale adoption","Yes",,"2015","Under active development/distribution","The CRADLE Microlife VSA blood pressure monitoring device has a traffic light early-warning system built in. It is very accurate, robust and cheap which makes it ideal for use in low-income settings. The 'vital signs alert' system is designed to alert health care providers to pre-eclampsia and shock in pregnant women and prompt faster referral and transfer to higher-level care.
The accuracy has been tested. The light cut-offs are in the process of evaluation funded by a Bill and Melinda Gates Foundation Grant.
The most principle source of funding for it's current development comes from the Medical Research Council.","The Microlife CRADLE VSA is one of the few BP devices to have been validated as accurate in pregnancy (including pre-eclampsia) and the only one validated for women with low BP.",,"http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=productintervention&outcomeId=56df0919a39dc6.94947245&grantRef=MR%2FN006240%2F1","http://gtr.rcuk.ac.uk:80/projects?ref=MR/N006240/1","2C496BB7-14A5-4C78-BF03-3F548E3EA546","C008C651-F5B0-4859-A334-5F574AB6B57C","318B5D98-4CB4-4B10-A876-08FC93071A56","A151F2D6-ACEB-4828-81A3-0DD519A99D76"
"MRC","G0800946","Research Grant","Products Interventions & Clinical Trials","University College London","UNLISTED","Shima","David","","GSK","Therapeutic Intervention - Drug","Early clinical assessment","",,"2011","Under active development/distribution","A new antagonist for AMD, starting clinical trials end of 2011","Oral treatment could transform AMD therapy",,"http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=productintervention&outcomeId=b3zR9o3hRjx&grantRef=G0800946","http://gtr.rcuk.ac.uk:80/projects?ref=G0800946","917FED2B-1323-4EC0-BD4B-370899D7C07C","C008C651-F5B0-4859-A334-5F574AB6B57C","3A5E126D-C175-4730-9B7B-E6D8CF447F83","F53C31AE-2246-4E36-81FD-5920FC878740"
"MRC","G0601025","Research Grant","Products Interventions & Clinical Trials","University of Cambridge","Neurosurgery","Hutchinson","Peter","","Decompressive Craniectomy","Therapeutic Intervention - Surgery","Early clinical assessment","",,"2006","Under active development/distribution","Decompressive craniectomy following traumatic brain injury.","International trial. Current stage: late clinical evaluation. Recruitment completed.",,"http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=productintervention&outcomeId=BE2C10A58EE&grantRef=G0601025","http://gtr.rcuk.ac.uk:80/projects?ref=G0601025","663CBC33-A39C-46F0-BC88-38D722A790AF","C008C651-F5B0-4859-A334-5F574AB6B57C","D1774113-D5D2-4B7C-A412-66A90FE4B96F","ABCBB528-7405-4626-86A0-B43F95164F37"
"MRC","MC_U190081957","Intramural","Products Interventions & Clinical Trials","MRC Unit, The Gambia",,"Howie","Stephen","","Oxygen delivery system","Therapeutic Intervention - Medical Devices","Refinement.  Non-clinical","",,"2012","Under active development/distribution","A novel oxygen delivery system for use in developing country health facilities is under development. Funding has been secured under the MRC DPFS scheme to pursue this further","This product represents a development from earlier oxygen delivery work that has improved patient care in more than one health facility in The Gambia. The ultimate aim is to contribute to mortality reduction",,"http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=productintervention&outcomeId=jB1gHyfwhZ4&grantRef=MC_U190081957","http://gtr.rcuk.ac.uk:80/projects?ref=MC_U190081957","D3F43ED7-36A0-4703-9579-4CABEF747033","C008C651-F5B0-4859-A334-5F574AB6B57C","6083E7FB-0220-4F5F-97B0-7F6113B49A0C","A968BFB6-F210-44CD-8F3F-123B43B8414F"
"MRC","G0701367","Fellowship","Products Interventions & Clinical Trials","Newcastle University","Institute of Human Genetics","Rajan","Neil","","Targeting TRK in CYLD mutation carriers","Therapeutic Intervention - Drug","Early clinical assessment","",,"2013","Under active development/distribution","An output of the transcriptomic profiling of CYLD defective tumours is that TRK signalling is dysregulated in these tumours.I have recently secured funding (WT/DOH - HICF)to investigate the use of a topical TRK inhibitor in CYLD mutation carriers.","The prospect of non-surgical treatments for this disfiguring disease has prompted the development of a registry of UK CYLD mutation carriers.",,"http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=productintervention&outcomeId=FSBqpwUxbrS&grantRef=G0701367","http://gtr.rcuk.ac.uk:80/projects?ref=G0701367","87CEC5F3-B779-4E7B-A019-3CD2C5C24656","C008C651-F5B0-4859-A334-5F574AB6B57C","5E2B04DD-4A03-45ED-9892-61C5CCB8AC68","D7CE8CDA-BF66-40E8-8449-884BBC6ED7FD"
"MRC","MC_PC_15011","Research Grant","Products Interventions & Clinical Trials","University of Leicester",,"Coats","Timothy","","Sensium Wireless Monitor","Diagnostic Tool - Non-Imaging","Early clinical assessment","",,"2016","Under active development/distribution","A wireless monitoring system in particular directed to the early detection of deterioration in sepsis.","Mot applicable at this stage.",,"http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=productintervention&outcomeId=56d9a025077fc4.48745783&grantRef=MC_PC_15011","http://gtr.rcuk.ac.uk:80/projects?ref=MC_PC_15011","05FE010B-3E15-438A-A526-4C8B270127AE","C008C651-F5B0-4859-A334-5F574AB6B57C","C842A34F-18F7-454D-A259-FED802368496","BCA10138-6C27-43EA-8FF9-FD151B0C4B5A"
"MRC","G0300356","Research Grant","Products Interventions & Clinical Trials","University of Southampton","Clinical Neurological Sciences","Gray","William","","Fluoxetine restores learning deficits in in-vivo model of temporal lobe epilepsy","Therapeutic Intervention - Drug","Refinement.  Non-clinical","",,"2011","Under active development/distribution","Off license use of the antidepressant Fluoxetine for restoring learning in temporal lobe epilepsy","Identifies a family of drugs that can be explored in clinical trials to reverse hippocampus dependant learning deficits",,"http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=productintervention&outcomeId=TXLTFajn7bT&grantRef=G0300356","http://gtr.rcuk.ac.uk:80/projects?ref=G0300356","41BE602A-A575-4815-B221-1B1AA8E84C77","C008C651-F5B0-4859-A334-5F574AB6B57C","30A429E3-83B7-4E41-99C0-14A144F07DFE","1D24F09F-3905-46D5-95D6-E8E49AFF185E"
"MRC","G0000138","Research Grant","Products Interventions & Clinical Trials","Imperial College London","Life Sciences","Woscholski","Rudiger","","PTEN inhibitor","Therapeutic Intervention - Drug","Initial development","",,"2006","Under active development/distribution","see research tools and intellectual property section.","see research tools and intellectual property section.",,"http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=productintervention&outcomeId=CFD8F272E63&grantRef=G0000138","http://gtr.rcuk.ac.uk:80/projects?ref=G0000138","7EF1BF90-1BC0-4CE2-B493-1580B3473184","C008C651-F5B0-4859-A334-5F574AB6B57C","46387D84-F71E-4B7D-8C7D-9C288F113510","9E2C184C-9DFE-4F33-9F17-F63C058B2F68"
"MRC","G0701693","Research Grant","Products Interventions & Clinical Trials","University of Oxford","Unknown","Ogg","Graham","","Idea that combined allergen and anti-bacterial approaches may benefit patients with atopic disease","Therapeutic Intervention - Drug","Early clinical assessment","",,"2007","Under active development/distribution","We observed that staphylococcal superantigen facilitates antigen presentation of allergen by epithelial cells. This potentially explains a clinical observation seen in individuals with atopic dermatitis, that flares of disease are often associated with infection. The underlying mechanisms were characterised. I believe this is important for understanding of disease and for the development of new treatment approaches (recent award of MRC Experimental Medicine 2 funding to take this into a proof-of-principle clinical trial).","We hope that this will provide patient benefit",,"http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=productintervention&outcomeId=963A8CDB66F&grantRef=G0701693","http://gtr.rcuk.ac.uk:80/projects?ref=G0701693","3CDDB5E8-6BB8-4381-8FFE-22D7A9CAB5A5","C008C651-F5B0-4859-A334-5F574AB6B57C","3EAE04CA-9D62-4483-B9C4-F91AD9F4C5A9","C2464840-7606-47D9-AE5C-D1A6A69906BC"
"MRC","G0701821","Research Grant","Products Interventions & Clinical Trials","Coventry University","Health and Life Sciences","French","David","","Walking intervention","Therapeutic Intervention - Psychological/Behavioural","Early clinical assessment","Yes","ISRCTN95932902","2012","Under active development/distribution","Brief intervention, with manual and associated training. Trial of efficacy indicated not successful at changing behaviour in primary care, but this due to organisational factors, not intervention per se. Currently being revised for delivery to stroke patients, funded by NIHR","Paper published describing development of intervention","http://www.controlled-trials.com/ISRCTN95932902","http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=productintervention&outcomeId=ixAbCRVEh42&grantRef=G0701821","http://gtr.rcuk.ac.uk:80/projects?ref=G0701821","B5D39DD8-092A-4579-9252-2616894F5C3D","C008C651-F5B0-4859-A334-5F574AB6B57C","D60C85C3-0343-430E-81C7-B04058A4B1DF","845FD64D-28FB-4A2F-8020-DAF500129B74"
