"Funding OrgName","Project Reference","ProjectCategory","Outcome Type","LeadRO Name","Department","PI Surname","PI First Name","PI Orcid iD","Outcome Title","Description","Protection","IP Reference","Year Protection Granted","Licensed?","Impact","Url","GTR Outcome URL","GTRProjectUrl","ProjectId","FundingOrgId","LeadROId","PIId"
"EPSRC","EP/G042357/1","Research Grant","Intellectual Property","University of Cambridge","Engineering","Ferrari","Andrea","","Functional inks based on layered materials and printed layered materials","An ink disclosed herein comprises a carrier liquid with a dispersion of flakes derived from a layered material. The thickness of each flake depends on the number of layers of the layered material in the flake. The thickness distribution of the flakes includes: at least 20% by number of single layer flakes; at least 40% by number cumulatively of single, double and triple layer flakes; or not more than 40% by number of flakes having ten or more layers. The layered material is selected from one or more of elemental materials such as graphene (typically derived from pristine graphite), metals (e.g., NiTe2, VSe2), semi-metals (e.g., WTa2, TcS2), semiconductors (e.g., WS2, WSe2, MoS2, MoTe2, TaS2, RhTe2, PdTe2), insulators (e.g., h-BN, HfS2), superconductors (e.g., NbS2, NbSe2, NbTe2, TaSe2) and topological insulators and thermo-electrics (e.g., Bi2Se3, Bi2Te3). Also disclosed are methods of manufacturing suitable inks and uses of the inks.","Patent application published","US61/717744","","Commercial In Confidence","n/a",,"http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=intellectualproperty&outcomeId=5464af5c1c9103.43272391&grantRef=EP%2FG042357%2F1","http://gtr.rcuk.ac.uk:80/projects?ref=EP/G042357/1","D94A4C8C-3693-4913-B7A7-FFB3225EDB93","798CB33D-C79E-4578-83F2-72606407192C","D1774113-D5D2-4B7C-A412-66A90FE4B96F","CF1565B8-F3ED-4269-9207-ED06C96373B8"
"MRC","MC_U105115240","Intramural","Intellectual Property","MRC Laboratory of Molecular Biology",,"Winter","Greg","","Method for Amplication of Ligation Reactions","The invention provides a method for preparing a library of transformed host cells said method comprising the steps of taking a library of closed circular DNA molecules; amplifying said library of closed circular DNA molecules through a rolling circle mechanism in the presence of a strand displacement polymerase to generate a library of linear concatamers; cleaving said linear concatamers to generate a library of linear DNA molecules; re-circularising said library of linear DNA molecules to generate a library of circular DNA molecules; and transforming said library of circular DNA molecules into host cells.","Patent granted","WO2008012529","2008","Commercial In Confidence","NA",,"http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=intellectualproperty&outcomeId=AD5ban8fRV7&grantRef=MC_U105115240","http://gtr.rcuk.ac.uk:80/projects?ref=MC_U105115240","CD200D83-6045-49AA-92AB-D691C8C98FFA","C008C651-F5B0-4859-A334-5F574AB6B57C","AB7C0822-BBCB-4C61-85EC-5D13C7A31759","6EA95D06-4D9E-4D93-AEA5-67C36D17F060"
"MRC","G0001237","Research Grant","Intellectual Property","University of Cambridge","Wolfson Brain Imaging Centre","Pickard","John","","ICM+ software","Software that allows the collection of data from multimodlaity bedside monitors in neurointensive care and subsequent analysis in real time.","Copyrighted (e.g. software)",,"","Yes","ICM+ is the basis of a multinational collaboration of worldclass neurointensive care units.",,"http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=intellectualproperty&outcomeId=KxL2W4A1KNU&grantRef=G0001237","http://gtr.rcuk.ac.uk:80/projects?ref=G0001237","CF0B5196-4656-442B-A180-D2E75EE2F82B","C008C651-F5B0-4859-A334-5F574AB6B57C","D1774113-D5D2-4B7C-A412-66A90FE4B96F","B7296B44-D98A-4E67-8053-E7E99D157D05"
"MRC","MC_PC_12011","Intramural","Intellectual Property","University of Birmingham",,"Frampton","Jon","","NANOPARTICLES WITH ATTACHED DNA REPAIR INHIBITORS AND NUCLEAR LOCALISATION SIGNAL ELEMENTS","A radio-or chemo-sensitising compound comprising a nanoparticle and attached to the nanoparticle; (i) a DNA repair inhibitor; and (ii) a nuclear localisation signal element (NLS); optionally attached via one or more linker moieties.","Patent application published","GB201209517 (Dr Boris Kysela)","2012","Commercial In Confidence","Multiple collaborations and discussions.",,"http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=intellectualproperty&outcomeId=56defef67af920.91711494&grantRef=MC_PC_12011","http://gtr.rcuk.ac.uk:80/projects?ref=MC_PC_12011","089A0A37-0A7C-49CC-8F7D-D1516DBEAE79","C008C651-F5B0-4859-A334-5F574AB6B57C","818CD6C9-61EE-41F2-9F37-0C7A8F43E25D","E8EE1BC9-799D-4921-8C12-8689B9552A74"
"MRC","MC_PC_12011","Intramural","Intellectual Property","University of Birmingham",,"Frampton","Jon","","NANOPARTICLES WITH ATTACHED DNA REPAIR INHIBITORS AND NUCLEAR LOCALISATION SIGNAL ELEMENTS","A radio-or chemo-sensitising compound comprising a nanoparticle and attached to the nanoparticle; (i) a DNA repair inhibitor; and (ii) a nuclear localisation signal element (NLS); optionally attached via one or more linker moieties.","Patent application published","WO2013179014","","No","Consultations in progress with two potential industrial partners, Heraeus Precious Metals GmbH in Germany and Novobiotix in the US. MRC DPFS and Novartis Research Foundation applications in preparation with clinical specialists from QE Medical Physics and Radiotherapy Departments",,"http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=intellectualproperty&outcomeId=5461ee9b271de9.99445519&grantRef=MC_PC_12011","http://gtr.rcuk.ac.uk:80/projects?ref=MC_PC_12011","089A0A37-0A7C-49CC-8F7D-D1516DBEAE79","C008C651-F5B0-4859-A334-5F574AB6B57C","818CD6C9-61EE-41F2-9F37-0C7A8F43E25D","E8EE1BC9-799D-4921-8C12-8689B9552A74"
"MRC","G0700108","Research Grant","Intellectual Property","Imperial College London","Dept of Medicine","Midwood","Kim","","BIOLOGICAL MATERIALS AND USES THEREOF","Activation of FBG domain of tenascin-C of TLR4 drives persistent inflammation in models of RA","Patent granted","P45612EP-EPO","2013","Yes","n/a",,"http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=intellectualproperty&outcomeId=56d7281b879309.47160777&grantRef=G0700108","http://gtr.rcuk.ac.uk:80/projects?ref=G0700108","2133579B-9E48-46C7-A07A-E526BCD37F63","C008C651-F5B0-4859-A334-5F574AB6B57C","46387D84-F71E-4B7D-8C7D-9C288F113510","8B2F9983-D44D-4F52-AB7C-0F3E6FFA64F2"
"MRC","G0400421","Research Grant","Intellectual Property","University of Birmingham","Sch of Biosciences","Besra","Gurdyal Singh","","Analogs of a-galactosylceramide and uses thereof","Synthesis of a new analogue termed threitol ceramide","Patent granted","WO2007050668","2007","No","None",,"http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=intellectualproperty&outcomeId=DECF8CE4DDA&grantRef=G0400421","http://gtr.rcuk.ac.uk:80/projects?ref=G0400421","922C454D-B145-4DAA-87AF-CE6BC10D1718","C008C651-F5B0-4859-A334-5F574AB6B57C","818CD6C9-61EE-41F2-9F37-0C7A8F43E25D","9729A4DB-2FB1-40BC-8B89-E8FA153AD4C2"
"MRC","G0500994","Research Grant","Intellectual Property","University of Birmingham","Cancer Sciences","Billingham","Lucinda","","clippda: a package for clinical proteomic profiling data analysis","A software package for R (see previous section for details)","Protection not required",,"","No","The freely available software package provides a tool for researchers designing proteomic studies",,"http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=intellectualproperty&outcomeId=FA4A0AD1F80&grantRef=G0500994","http://gtr.rcuk.ac.uk:80/projects?ref=G0500994","72FAE8FF-7D21-4370-B9CF-E64F4BE2F209","C008C651-F5B0-4859-A334-5F574AB6B57C","818CD6C9-61EE-41F2-9F37-0C7A8F43E25D","DED83FBA-0427-4F66-9BAD-7348361E1C81"
"EPSRC","EP/F015070/1","Research Grant","Intellectual Property","University of Cambridge","Engineering","HALL","CESARE","","A new aircraft propulsion arrangement","BLI patent of engine arrangement","Patent granted","GB0812568.4","","Yes","Patent with Rolls-Royce plc",,"http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=intellectualproperty&outcomeId=m-1276552911.17406737666dfd8&grantRef=EP%2FF015070%2F1","http://gtr.rcuk.ac.uk:80/projects?ref=EP/F015070/1","C558C67B-C5C1-40B9-B885-D29BC31B0379","798CB33D-C79E-4578-83F2-72606407192C","D1774113-D5D2-4B7C-A412-66A90FE4B96F","95B0BE33-DBA0-4421-A748-1E1DD8642D05"
"EPSRC","EP/L020920/1","Research Grant","Intellectual Property","University of Southampton","Electronics and Computer Science","Prodromakis","Themis","","A microfluidic chip connector assembly","One of the main limiting factors in microfluidic chip handling that eventually prohibits commercialisation is the difficulty in sample delivery from the user to the chip. Currently, custom made chip holders are utilized along with/or individual fluidic interconnects; all current solutions require skilled and experienced people to handle them and attach them appropriately to avoid leakages. Most of these rely in attaching interconnects vertically, through vias, and utilizing sealing apparatuses like o-rings or ferrules, while all horizontal geometries rely in mechanical bolting of the interconnects to thick, rigid (eg glass) substrates. With our invention we supply a plug and play, side-interfacing solution embodied in the microfluidic chip substrate itself, eliminating the problem of chip inlet sealing. The interfacing relies on the self-alignment of the microfluidic chip interfacing with the external interconnect, through a comb-like geometry. This geometry is realized directly on the microfluidic chip by micromachining it to the desired shape, thus eliminating the need for additional assembly steps of external connectors that typically compromise the sealing integrity.","Patent granted","GB 1415404.1","2014","No","This technique allows to effortlessly and reliably link a disposable fluidic cartridge with an analyser. This approach facilitates the wider use of point of care diagnostics in mobile settings.",,"http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=intellectualproperty&outcomeId=54648b1ec06ec6.56164814&grantRef=EP%2FL020920%2F1","http://gtr.rcuk.ac.uk:80/projects?ref=EP/L020920/1","E21B247F-29EE-4CF4-B1A4-CE4AF1EBAC5A","798CB33D-C79E-4578-83F2-72606407192C","30A429E3-83B7-4E41-99C0-14A144F07DFE","4ABE9703-ED00-4575-ACAF-4B4605F1D02E"
"MRC","G0800247","Research Grant","Intellectual Property","University of Liverpool","Biomedical Sciences","Owen","Andrew","","COMPOSITIONS OF EFAVIRENZ","The present inventions relates to a solid composition and an aqueous dispersion comprising nanoparticles of the anti-retroviral drug efavirenz. The solid composition and aqueous dispersion additionally comprise a mixture of a hydrophilic polymer and a surfactant. The surfactant is selected from vitamin-E-polyethylene glycol-succinate (Vit- E-PEG-succinate), a polyoxyethylene sorbitan fatty acid ester, N-alkyldimethylbenzylammonium chloride, sodium deoxycholate, dioctyl sodium sulfosuccinate, polyethyleneglycol-12-hydroxystearate, polyvinyl alcohol (PVA), and a block copolymer of polyoxyethylene and polyoxypropylene, or a combination thereof. The hydrophilic polymer is suitably selected from polyvinyl alcohol (PVA), a polyvinyl alcohol-polyethylene glycol graft copolymer, a block copolymer of polyoxyethylene and polyoxypropylene, polyethylene glycol, hydroxypropyl methyl cellulose (HPMC), and polyvinylpyrrolidone, or a combination thereof. The present invention also relates to processes for preparing both the solid composition and the aqueous dispersion, as well as to their use in therapy for the treatment and/or prevention of retroviral infections such as human immunodeficiency virus (HIV).","Patent application published","WO2013034925","2013","No","The patent is supporting a human clinical trial and has initiated interest from global charities and the NIH (US)",,"http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=intellectualproperty&outcomeId=m-9728776486.337908766747c0&grantRef=G0800247","http://gtr.rcuk.ac.uk:80/projects?ref=G0800247","E2758D74-07B7-4DD4-8332-D1C43E3D2C48","C008C651-F5B0-4859-A334-5F574AB6B57C","A0A585E0-6B0D-4643-A3A6-47943B4CBFEF","82CB5BD9-215B-45DE-9EB0-07E1554FB31F"
"BBSRC","BB/H022007/1","Fellowship","Intellectual Property","University of Edinburgh","The Roslin Institute","Houston","Ross","","Genetic markers for disease resistant salmon","Genetic markers were discovered that can predict whether Atlantic salmon are resistant to a viral disease, Infectious Pancreatic Necrosis. These are applied in salmon breeding programmes","Protection not required",,"2011","Yes","The use of these markers was licensed to Landcatch Ltd which is a UK salmon breeding company. Their use of the test and marketing to other parties is covered by a licensing agreement and royalties are paid to University of Edinburgh.",,"http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=intellectualproperty&outcomeId=545a00b72b0615.07740271&grantRef=BB%2FH022007%2F1","http://gtr.rcuk.ac.uk:80/projects?ref=BB/H022007/1","1FB2D803-EAC2-46C2-B8AC-D93342F334BB","2512EF1C-401B-4222-9869-A770D4C5FAC7","2DB7ED73-8E89-457A-A395-FAC12F929C1A","AEF3FD20-9B6A-4C56-B01F-2E70CCB9ABC5"
"MRC","MC_U105960399","Intramural","Intellectual Property","MRC Human Nutrition Research Group",,"Powell","Jonathan","","Amorphous Magnesium-Substituted Calcium Phosphate Compositions and Their Uses","Amorphous Magnesium-Substituted Calcium Phosphate which are presently being developed to treat IBD conditions. PCT filing in 2014 published in 2015.","Patent application published","WO2015067939","2015","No","Currently being further developed as part of the group's core research.",,"http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=intellectualproperty&outcomeId=56dec30e0adaf2.26064414&grantRef=MC_U105960399","http://gtr.rcuk.ac.uk:80/projects?ref=MC_U105960399","5605D2A9-BB64-4A45-8046-FA751A74E881","C008C651-F5B0-4859-A334-5F574AB6B57C","39387A8B-DE6F-4056-865E-3013C290FC4E","74091EE3-03F4-407C-982C-A475CACC7D55"
"MRC","G0600998","Research Grant","Intellectual Property","King's College London","Wolfson Centre for Age Related Diseases","Moon","Lawrence","http://orcid.org/0000-0001-9622-0312","Chondroitinase ABC as a therapy for stroke","Our data was included in an application to the USA for a patent for the use of chondroitinase ABC as a therapy for CNS injury. This patent is not in my name but is in the name of my former PhD supervisor and others here at King's College London","Patent granted","US2005118157","2006","Yes","None yet",,"http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=intellectualproperty&outcomeId=corTQ7Et5t6&grantRef=G0600998","http://gtr.rcuk.ac.uk:80/projects?ref=G0600998","C97FBD2D-DA27-4DA8-B254-C96416CC291B","C008C651-F5B0-4859-A334-5F574AB6B57C","318B5D98-4CB4-4B10-A876-08FC93071A56","9CA51D73-CFF2-4FFA-864E-8312E85714E3"
"BBSRC","BB/H004971/1","Research Grant","Intellectual Property","Imperial College London","Dept of Medicine","Frost","Gary","","Propionate inulin ester","The propionate inulin ester when given to humans reduces appetite and recents weight gain","Patent application published","GB1213629.7","2012","No","We have received BBSRC follow on funding to look at commercialisation",,"http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=intellectualproperty&outcomeId=gRadEhJEL5D&grantRef=BB%2FH004971%2F1","http://gtr.rcuk.ac.uk:80/projects?ref=BB/H004971/1","8FD29977-D6E2-4AFE-ADFA-D445CF5BB17C","2512EF1C-401B-4222-9869-A770D4C5FAC7","46387D84-F71E-4B7D-8C7D-9C288F113510","B12E283D-B90C-4A03-A572-557EAC980F47"
"MRC","MC_UU_12018/25","Intramural","Intellectual Property","University of Edinburgh",,"Overton","Ian","","Method for risk stratification of renal cancer patients","A method for risk stratification of metastatic clear cell renal cell carcinoma, using the protein markers and CDH2, EPCAM, MTOR. The method compares well with established clinicopathological nomograms on a geographically separated validation cohort.","Patent application published","PCT/GB2015/051345","2014","No","none as yet",,"http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=intellectualproperty&outcomeId=56df0280e25110.28962310&grantRef=MC_UU_12018%2F25","http://gtr.rcuk.ac.uk:80/projects?ref=MC_UU_12018/25","FBC225C2-288B-4DEE-AE28-FDA8A62F050A","C008C651-F5B0-4859-A334-5F574AB6B57C","2DB7ED73-8E89-457A-A395-FAC12F929C1A","A47827B6-E971-4162-AB04-03E681A24620"
"NERC","NE/I002103/1","Research Grant","Intellectual Property","National Oceanography Centre","Science and Technology","Polton","Jeff","http://orcid.org/0000-0003-0131-5250","anyTide","Tidal prediction on mobile devices for Northwest European Shelf coastal waters. Released on Android (June 2014) and Apple (Apr 2013) platforms. Updated with tidal currents (Apr 2015). Tidal currents integrated in AUV pilot tool as Google maps layer (Apr 2015)","Protection not required",,"2013","No","The Apple version of the app has had 28 thousand downloads through the Apple Store.",,"http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=intellectualproperty&outcomeId=56cda8561b9695.51933140&grantRef=NE%2FI002103%2F1","http://gtr.rcuk.ac.uk:80/projects?ref=NE/I002103/1","BCDFB713-C4B8-40F2-B002-D1D1CFF17B99","8A03ED41-E67D-4F4A-B5DD-AAFB272B6471","4DB630C7-7E13-4610-A1C3-29601903CEE3","B772B52D-F577-4B6A-8E1C-CC97FEE25E11"
"MRC","G0400551","Research Grant","Intellectual Property","University of Sussex","Sch of Life Sciences","Kemenes","George","http://orcid.org/0000-0003-2004-8725","LymCEBP nucleotide sequence","Lymnaea stagnalis mRNA for CCAAT enhancer binding protein, complete cds. GenBank ACCESSION # AB070347.","Protection not required",,"2006","No","GenBank is an international database.",,"http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=intellectualproperty&outcomeId=JebbHqq6zgo&grantRef=G0400551","http://gtr.rcuk.ac.uk:80/projects?ref=G0400551","AB4B0566-8471-4901-81AF-C98595916269","C008C651-F5B0-4859-A334-5F574AB6B57C","A8967420-49D3-4509-9912-25FB3EC75B74","2B40D823-90DA-4BF1-97A3-876C89F21020"
"MRC","G0700855","Research Grant","Intellectual Property","University of Leicester","Infection Immunity and Inflammation","Clokie","Martha","","Therapeutic phages for Clostridium difficile","We have patented seven phages specific for use against Clostridium difficile infections and seeks to protect therapeutic uses of any one phage individually for therapeutic uses or any combination of the seven bacteriophage strains.","Patent application published","GB1215184.1","2012","Commercial In Confidence","N/A",,"http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=intellectualproperty&outcomeId=U72Nhb9kLpq&grantRef=G0700855","http://gtr.rcuk.ac.uk:80/projects?ref=G0700855","0CBC50B7-A08F-49BB-9046-C9058DD6488F","C008C651-F5B0-4859-A334-5F574AB6B57C","C842A34F-18F7-454D-A259-FED802368496","DC87A90B-B20B-4E50-B079-D517580461D5"
"EPSRC","EP/H000917/2","Research Grant","Intellectual Property","King's College London","Physics","Zayats","Anatoly","","ENZ modulator","Low power Plasmonic modulator integrated in Si photonic waveguides","Patent application published","1412388.9UK","","Commercial In Confidence","New collaborations.",,"http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=intellectualproperty&outcomeId=5464baa7c5d755.90632359&grantRef=EP%2FH000917%2F2","http://gtr.rcuk.ac.uk:80/projects?ref=EP/H000917/2","03C3D9F5-DA93-407E-8196-FC62E3036D9F","798CB33D-C79E-4578-83F2-72606407192C","318B5D98-4CB4-4B10-A876-08FC93071A56","357C5404-2AD4-4DDC-9117-DFDA01E66E3C"
"EPSRC","EP/G005001/1","Research Grant","Intellectual Property","University of Sheffield","Materials Science and Engineering","West","Anthony","","SELF-HEALING COMPOSITE MATERIAL","Self-healing composites that are used in aircraft wing structures","Patent granted","GB2421953","","No","Not known as the pi responsible retired 5 years ago",,"http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=intellectualproperty&outcomeId=m-806260649.865736766762b4&grantRef=EP%2FG005001%2F1","http://gtr.rcuk.ac.uk:80/projects?ref=EP/G005001/1","EE1EF7C4-465B-435F-A127-EC6A9AE3FAD2","798CB33D-C79E-4578-83F2-72606407192C","03D8AFBB-3EA5-4885-B036-BD4F9F4F9849","BFEA06B7-3BCB-4B6E-AFA4-50FAEC468F7A"
"MRC","G0701233","Research Grant","Intellectual Property","University of Manchester","Life Sciences","Tabernero","Lydia","","NOvel MptpB inhibitors","New compounds that inhibit our tuberculosis target MptpB were desgin based on the structure and virtual screening. Synthesis of a family of compounds based on the design were synthesised and tested biochemically. The new compounds show 10 times more activity that the parent compound and have IC50 of 0.4 to 0.7 microM. A patent file is under process","Patent application published","Insufficient Information","","No","It is early yet to define this until animal efficacy is proven",,"http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=intellectualproperty&outcomeId=UGHpR9cJqx4&grantRef=G0701233","http://gtr.rcuk.ac.uk:80/projects?ref=G0701233","378098D1-8C7B-42FC-9905-F146D5D612D9","C008C651-F5B0-4859-A334-5F574AB6B57C","68D0E3C9-9246-4CFC-B5E9-48584CF82993","41A4D56F-F332-4D21-BF92-8E000402E72B"
"EPSRC","EP/D50578X/1","Research Grant","Intellectual Property","Durham University","Physics","Tanner","Brian Keith","","Magnetic structure with multiple-bit storage capabilities","Magnetic storage device","Patent application published","GB0701570.4","","No","Led to interactions with global company",,"http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=intellectualproperty&outcomeId=m-1233718433.6350477665a55a&grantRef=EP%2FD50578X%2F1","http://gtr.rcuk.ac.uk:80/projects?ref=EP/D50578X/1","E390D52E-66D6-499D-83FD-EDF606F1481D","798CB33D-C79E-4578-83F2-72606407192C","46B41008-0EB4-4E28-BBFB-E98366999EC5","E8B2CA16-CDE9-4E64-9E72-2CC432C10342"
"EPSRC","EP/H029567/1","Research Grant","Intellectual Property","University of Birmingham","Sch of Biosciences","Macaskie","Lynne","","Nil","Nil","Protection not required",,"","No","Nil",,"http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=intellectualproperty&outcomeId=5460b293b0ede8.16569072&grantRef=EP%2FH029567%2F1","http://gtr.rcuk.ac.uk:80/projects?ref=EP/H029567/1","F724F620-CC48-47D8-8FDE-F97E59327E9F","798CB33D-C79E-4578-83F2-72606407192C","818CD6C9-61EE-41F2-9F37-0C7A8F43E25D","233D3FDD-D701-46EC-A490-D9C20DCE7AE8"
"BBSRC","BB/D525148/1","Research Grant","Intellectual Property","Ai2 Ltd","UNLISTED","Dobson","Curtis","","Treatment of Viral Infection","Novel antimicrobial peptides","Patent granted","WO2005061539","2008","Yes","Spin-out company employing 10 FTEs operating for 10 years",,"http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=intellectualproperty&outcomeId=r-8026800582.2103473d659a1e&grantRef=BB%2FD525148%2F1","http://gtr.rcuk.ac.uk:80/projects?ref=BB/D525148/1","8E0BDBD4-206A-4AD3-896E-FBB6DC9AE7C9","2512EF1C-401B-4222-9869-A770D4C5FAC7","A69BD168-A5D3-4FD0-A7F0-0287C8A3F1D6","6AE160F9-19FE-4B58-8CFB-59304C67AEF9"
"MRC","MC_U135084112","Intramural","Intellectual Property","MRC Institute of Hearing Research",,"Palmer","Alan","","Noise reduction system for magnetic Resonance Scanning","A specially developed sound system for presentation of anti-noise to cancel and thereby reduce the noise generated during magnetic resonance scanning","Copyrighted (e.g. software)",,"2009","Commercial In Confidence","It has so far only been used in our own research but is currently being further developed by an industrial partner.",,"http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=intellectualproperty&outcomeId=8D8FB742D95&grantRef=MC_U135084112","http://gtr.rcuk.ac.uk:80/projects?ref=MC_U135084112","A8B41668-FC27-460A-822B-E3EA536FA7AE","C008C651-F5B0-4859-A334-5F574AB6B57C","C4145C68-58B8-441E-86DD-A4079B65B478","0098060C-0B93-4FDA-B29B-551D10056164"
"MRC","MR/J008303/1","Research Grant","Intellectual Property","King's College London","Clinical and Diagnostic Sciences","Naglik","Julian","","Identification of novel fungal peptide toxin activating epithelial cells","Novel fungal peptide toxin activating epithelial cells","Patent granted","PCT/GB2014/051118","2014","No","N/A",,"http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=intellectualproperty&outcomeId=54312e3739bcc6.65660041&grantRef=MR%2FJ008303%2F1","http://gtr.rcuk.ac.uk:80/projects?ref=MR/J008303/1","6C2F92A5-DC6F-4DB4-A5F7-E49F9CFBDA14","C008C651-F5B0-4859-A334-5F574AB6B57C","318B5D98-4CB4-4B10-A876-08FC93071A56","DBEF235A-C547-4582-8F6E-907AD50C7319"
"MRC","G0600914","Research Grant","Intellectual Property","University of Leeds","Leeds Institute of Molecular Medicine","Rabbitts","Terence","","Intracellular Selection","A general immunoglobulin-target assay system is provided, in which a positive outcome (the generation of a signal) depends only on the intracellular interaction of immunoglobulin with target. This can be accomplished for many immunoglobulins expressed in yeast and/or in mammalian cells and allows the selection of immunoglobulins which are capable of functioning in an intracellular environment.","Patent granted","US7569390","2009","No","Invention relates to discovery of antibodies that function in cells. Methods for selection of intracellular antibodies specific for antigens in the cell are described. Patent filed. Now abandoned.",,"http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=intellectualproperty&outcomeId=A93A5EE48FC&grantRef=G0600914","http://gtr.rcuk.ac.uk:80/projects?ref=G0600914","1075D976-CA90-4D73-9D30-E8B222B6C679","C008C651-F5B0-4859-A334-5F574AB6B57C","83D87776-5958-42AE-889D-B8AECF16B468","60C77415-2DC0-4359-920E-6BEAA3C15CAB"
"BBSRC","BB/F015798/2","Research Grant","Intellectual Property","University of York","Biology","Bancroft","Ian","http://orcid.org/0000-0001-7707-1171","Mutants","Specific DNA mutations in a Brassica napus orthologue of FAD2 gene that result in a reduction in the content of polyunsaturated fatty acids in rapeseed oil.","Patent application published","GB 1103569.8","","Yes","New oilseed rape varieties under development",,"http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=intellectualproperty&outcomeId=56c3445f3ed324.67023928&grantRef=BB%2FF015798%2F2","http://gtr.rcuk.ac.uk:80/projects?ref=BB/F015798/2","EE8E6664-587B-4731-A3CA-EF53E7357FD1","2512EF1C-401B-4222-9869-A770D4C5FAC7","8319F78A-DCBD-49F6-BE00-78E1CD75CDA9","4284C087-92B0-43E8-B4C1-AE2D34AE4859"
"EPSRC","EP/J008133/1","Research Grant","Intellectual Property","Newcastle University","Computing Sciences","Romanovsky","Alexander","","APPARATUS AND METHOD FOR VOLTAGE SENSING","This is a self powered voltage sensor, which can be used in energy harvesting systems and power constrained systems.","Patent granted","US9121871","2015","No","It has led to new types of sensing in power constrained systems",,"http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=intellectualproperty&outcomeId=56b637d3bb4094.10319908&grantRef=EP%2FJ008133%2F1","http://gtr.rcuk.ac.uk:80/projects?ref=EP/J008133/1","D3020D06-25B1-4776-B3AA-CFF49D475C58","798CB33D-C79E-4578-83F2-72606407192C","5E2B04DD-4A03-45ED-9892-61C5CCB8AC68","6E006165-2D37-41AB-B816-9AFEC4EF054B"
"EPSRC","EP/H030360/1","Research Grant","Intellectual Property","University of Surrey","Mechanical Medical and Aerospace Eng","Birch","David","","A flow meter","This is a compact, very-high-sensitivity, time-accurate flow meter intended for use in medical diagnostics, for the purposes of assessing lung function.","Patent application published","1500257.9 UK patent application","2015","No","We are in the process of developing a formal relationship with King's College Hospital, who have been testing the system for some time. The respiratory physicians have discovered some extremely interesting characteristics of human breathing being revealed for the first time by this system. We are now seeking funding for further research.",,"http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=intellectualproperty&outcomeId=56cb19744fe148.84062784&grantRef=EP%2FH030360%2F1","http://gtr.rcuk.ac.uk:80/projects?ref=EP/H030360/1","681C9362-F4FA-4334-8A99-DC0E4125B17C","798CB33D-C79E-4578-83F2-72606407192C","67B34D05-3A52-4A09-8FF9-F2398D60E246","7430D529-46F7-4479-A462-CEC1B53D0EF9"
"MRC","MC_U105184322","Intramural","Intellectual Property","MRC Laboratory of Molecular Biology",,"Henderson","Richard","","MUTANT PROTEINS AND METHODS FOR SELECTING THEM &nbsp;","A method for selecting a membrane protein with increased stability","Patent granted","WO2009101383","2009","Yes","Several patents have been filed for a variety of ideas centred on the conformational thermostabilisation of membrane proteins. These have all been exclusively assigned to a new MRC start-up called Heptares Therapeutics Limited. &pound;26 million have been raised from venture capital companies so far, from MVM, Clarus and Novartis Venture Fund. 46 people are now employed in further developing the technology.",,"http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=intellectualproperty&outcomeId=2CB5C71B273&grantRef=MC_U105184322","http://gtr.rcuk.ac.uk:80/projects?ref=MC_U105184322","3F219DD4-095E-4B6C-9AB8-EDCD3E663BB1","C008C651-F5B0-4859-A334-5F574AB6B57C","AB7C0822-BBCB-4C61-85EC-5D13C7A31759","F3EF77A5-CE6F-4DEF-B6A1-03FED83721B9"
